codigo_comuna,comuna,codigo_barrio,nombre_barrio,poblacion_2023,poblacion_2024,poblacion_2025,estrato_promedio,area_m2,Personas en ejercicio de mendicidad,Concentración de habitantes de calle,Concentración de población migrante,Lavaderos informales,Falta de alumbrado público,Mal estacionamiento de vehículos,Inquilinatos,Concentración habitantes de calle según EP
60,San Cristóbal,6015,Las Playas,1764,1795,1825,2,1354306.034,F,F,F,F,F,F,F,F
60,San Cristóbal,AE2,Área de Expansión San Cristóbal,1764,1795,1825,2,888184.2145,F,F,F,F,F,F,F,F
60,San Cristóbal,AE3,Eduardo Santos,1764,1795,1825,2,50997.86388,F,F,F,F,F,F,F,F
60,San Cristóbal,AUC1,Cabecera Urbana Corregimiento San Cristóbal,122262,124414,126488,2,12786.84174,F,F,F,F,F,F,F,F
60,San Cristóbal,6006,Boquerón,1764,1795,1825,2,5584072.723,F,F,F,F,F,F,F,F
60,San Cristóbal,6010,El Carmelo,1764,1795,1825,2,1035410.264,F,F,F,F,F,F,F,F
60,San Cristóbal,6008,La Ilusión,1764,1795,1825,2,3069597.079,F,F,F,F,F,F,F,F
60,San Cristóbal,6001,La Palma,1764,1795,1825,2,7143696.484,F,F,F,F,F,F,F,F
60,San Cristóbal,AE1,Área de Expansión Pajarito,1764,1795,1825,2,2369952.715,F,F,F,F,F,F,F,F
60,San Cristóbal,6014,La Loma,1764,1795,1825,2,6576280.1,F,F,F,F,F,F,F,F
60,San Cristóbal,6009,Yolombo,1764,1795,1825,2,4183249.218,F,F,F,F,F,F,F,F
60,San Cristóbal,6011,El Picacho,1764,1795,1825,2,1805337.923,F,F,F,F,F,F,F,F
60,San Cristóbal,6004,La Cuchilla,1764,1795,1825,2,1990889.539,F,F,F,F,F,F,F,F
60,San Cristóbal,6017,El Llano,1764,1795,1825,2,1174154.463,F,F,F,F,F,F,F,F
60,San Cristóbal,6007,San José de La Montaña,1764,1795,1825,2,3829326.891,F,F,F,F,F,F,F,F
60,San Cristóbal,6005,Naranjal,1764,1795,1825,2,1971796.975,F,F,F,F,F,F,F,F
60,San Cristóbal,6012,Pajarito,1764,1795,1825,2,1029468.121,F,F,F,F,F,F,F,F
60,San Cristóbal,6003,El Uvito,1764,1795,1825,2,1743172.412,F,F,F,F,F,F,F,F
60,San Cristóbal,6016,Travesías,1764,1795,1825,2,1533561.713,F,F,F,F,F,F,F,F
60,San Cristóbal,6013,Pedregal Alto,1764,1795,1825,2,3108047.018,F,F,F,F,F,F,F,F
60,San Cristóbal,6002,El Patio,1764,1795,1825,2,3063874.791,F,F,F,F,F,F,F,F
70,Altavista,7004,San Pablo,1867,1900,1932,2,3249006.021,F,F,F,F,F,F,F,F
70,Altavista,7002,Aguas Frías,1867,1900,1932,2,3359884.057,F,F,F,F,F,F,F,F
70,Altavista,AE5,Área de Expansión Altavista,1867,1900,1932,2,187810.6614,F,F,F,F,F,F,F,F
70,Altavista,AE6,Área de Expansión Belén Rincón,1867,1900,1932,2,332744.0397,F,F,F,F,F,F,F,F
70,Altavista,7007,San José del Manzanillo,1867,1900,1932,2,2072607.583,F,F,F,F,F,F,F,F
70,Altavista,7005,Altavista Sector Central,1867,1900,1932,2,2925382.19,F,F,F,F,F,F,F,F
70,Altavista,7001,Buga Patio Bonito,1867,1900,1932,2,4146229.048,F,F,F,F,F,F,F,F
70,Altavista,7006,La Esperanza,1867,1900,1932,2,2040757.482,F,F,F,F,F,F,F,F
70,Altavista,7008,El Jardín,1867,1900,1932,2,2907807.72,F,F,F,F,F,F,F,F
70,Altavista,AE4,Área de Expansión El Noral,1867,1900,1932,2,142770.7507,F,F,F,F,F,F,F,F
70,Altavista,7003,El Corazón El Morro,1867,1900,1932,2,7361618.605,F,F,F,F,F,F,F,F
70,Altavista,7005,Altavista Sector Central,24652,25086,25504,2,5249.7384,F,F,F,F,F,F,F,F
80,San Antonio de Prado,8007,La Verde,1221,1243,1264,3,6694637.856,F,F,F,F,F,F,F,F
80,San Antonio de Prado,8003,Montañita,1221,1243,1264,3,2332445.012,F,F,F,F,F,F,F,F
80,San Antonio de Prado,AUC2,San Antonio de Prado,108840,110756,112602,3,3875714,F,F,F,F,F,F,F,F
80,San Antonio de Prado,8001,La Florida,1221,1243,1264,3,2819043.184,F,F,F,F,F,F,F,F
80,San Antonio de Prado,8006,El Salado,1221,1243,1264,3,7326514.184,F,F,F,F,F,F,F,F
80,San Antonio de Prado,8008,San José,1221,1243,1264,3,381443.0403,F,F,F,F,F,F,F,F
80,San Antonio de Prado,8005,El Astillero,1221,1243,1264,3,14311116.87,F,F,F,F,F,F,F,F
80,San Antonio de Prado,8002,Potrerito,1221,1243,1264,3,4283351.8,F,F,F,F,F,F,F,F
80,San Antonio de Prado,AE7,Área de Expansión San Antonio de Prado,1221,1243,1264,3,867148.0945,F,F,F,F,F,F,F,F
80,San Antonio de Prado,8004,Yarumalito,1221,1243,1264,3,17670965.79,F,F,F,F,F,F,F,F
90,Santa Elena,9002,Media Luna,2561,2606,2649,3,74175883,F,F,F,F,F,F,F,F
90,Santa Elena,9004,Barro Blanco,2561,2606,2649,3,3117983.049,F,F,V,F,F,F,F,F
90,Santa Elena,9010,Piedra Gorda,2561,2606,2649,3,3016088.716,F,F,F,F,F,F,F,F
90,Santa Elena,9006,Santa Elena Sector Central,4119,4192,4262,3,3229024.229,V,F,F,F,F,F,F,F
90,Santa Elena,9005,El Placer,2561,2606,2649,3,2041703.004,F,F,F,F,F,F,F,F
90,Santa Elena,9009,El Plan,2561,2606,2649,3,6175488.815,F,F,F,F,F,F,F,F
90,Santa Elena,9008,El Llano SE,2561,2606,2649,3,2117976.882,F,F,F,F,F,F,F,F
90,Santa Elena,9007,El Cerro,2561,2606,2649,3,1836604.147,F,F,F,F,F,F,F,F
90,Santa Elena,9001,Las Palmas,2561,2606,2649,3,15898101.28,F,F,F,F,F,F,F,F
90,Santa Elena,9011,Mazo,2561,2606,2649,3,5012250.629,F,F,F,F,F,F,F,F
90,Santa Elena,9003,Piedras Blancas - Matasano,2561,2606,2649,3,22235867.94,F,F,F,F,V,F,F,F
90,Santa Elena,9001,Las Palmas,2561,2606,2649,3,50249.1589,F,F,F,F,F,F,F,F
